identity_key,project_code,alternate_identifier,first_observed_month,last_observed_month,number_of_months,consecutive_months,gaps,months_before_first_revision,months_before_last_revision,eligible_cutoffs_3m,eligible_cutoffs_6m
P:618708,618708,N24002074,2025-12,2026-07,8,8,0,3,5,5,2
P:618709,618709,N24001989,2026-01,2026-07,7,7,0,3,3,4,1
P:618710,618710,N24001830,2025-12,2026-07,8,8,0,3,7,5,2
P:618711,618711,N24001629,2025-12,2026-07,8,8,0,3,7,5,2
P:618712,618712,N24001841,2025-12,2026-07,8,8,0,3,5,5,2
P:618713,618713,N24001846,2025-12,2026-07,8,8,0,3,5,5,2
P:618714,618714,N24001845,2025-12,2026-07,8,8,0,3,5,5,2
P:618715,618715,N24001844,2025-12,2026-07,8,8,0,3,5,5,2
P:618716,618716,N24001843,2025-12,2026-07,8,8,0,3,5,5,2
P:618717,618717,N24001842,2025-12,2026-07,8,8,0,3,5,5,2
P:618718,618718,,2026-01,2026-07,7,7,0,3,4,4,1
P:618719,618719,N24001848,2025-12,2026-07,8,8,0,3,5,5,2
P:618720,618720,N24001847,2025-12,2026-07,8,8,0,3,5,5,2
P:618721,618721,N24002123,2025-12,2026-07,8,8,0,3,5,5,2
P:618722,618722,N24002036,2025-12,2026-07,8,8,0,3,5,5,2
P:618723,618723,N24002040,2025-12,2026-07,8,8,0,3,6,5,2
P:618724,618724,,2026-01,2026-07,7,7,0,,,4,1
P:618725,618725,,2026-01,2026-07,7,7,0,,,4,1
P:618726,618726,,2026-01,2026-07,7,7,0,,,4,1
P:618727,618727,,2026-01,2026-07,7,7,0,,,4,1
P:618728,618728,,2026-02,2026-07,6,6,0,1,1,3,0
P:618729,618729,,2026-06,2026-07,2,2,0,,,0,0
P:618730,618730,,2026-05,2026-07,3,3,0,,,0,0
P:618731,618731,,2026-07,2026-07,1,1,0,,,0,0
P:618732,618732,,2026-05,2026-07,3,3,0,,,0,0
P:618733,618733,,2026-06,2026-07,2,2,0,,,0,0
P:618734,618734,,2026-01,2026-07,7,7,0,,,4,1
P:618735,618735,N24001759,2025-12,2026-07,8,8,0,3,5,5,2
P:618736,618736,,2026-02,2026-07,6,6,0,,,3,0
P:618737,618737,,2026-01,2026-07,7,7,0,,,4,1
P:618738,618738,N24002062,2025-12,2026-07,8,8,0,3,4,5,2
P:618739,618739,N24002065,2025-12,2026-07,8,8,0,3,5,5,2
P:618740,618740,N24002066,2025-12,2026-07,8,8,0,3,5,5,2
P:618741,618741,N24001697,2025-12,2026-07,8,8,0,2,5,5,2
P:618742,618742,,2026-04,2026-07,4,4,0,,,1,0
P:618743,618743,,2026-02,2026-05,4,4,0,,,1,0
P:618744,618744,N24002084,2025-12,2026-07,8,8,0,3,7,5,2
P:618745,618745,N24002114,2025-12,2026-05,6,6,0,3,5,3,0
P:618746,618746,N24001482,2025-12,2026-07,8,8,0,3,4,5,2
P:618747,618747,N24001484,2025-12,2026-07,8,8,0,3,7,5,2
P:618748,618748,N24001476,2025-12,2026-05,6,6,0,,,3,0
P:618749,618749,N24001477,2025-12,2026-06,7,7,0,3,6,4,1
P:618751,618751,N24001921,2025-12,2026-07,8,8,0,4,6,5,2
P:618754,618754,,2026-02,2026-07,6,6,0,,,3,0
P:618755,618755,,2026-02,2026-05,4,4,0,1,3,1,0
P:618756,618756,N24001605,2025-12,2026-07,8,8,0,3,7,5,2
P:618757,618757,,2026-02,2026-07,6,6,0,1,3,3,0
P:618758,618758,,2026-02,2026-07,6,6,0,5,5,3,0
P:618759,618759,N24001849,2026-01,2026-07,7,7,0,2,4,4,1
P:618760,618760,N24001638,2025-12,2026-05,6,6,0,3,3,3,0
P:618761,618761,N24001754,2025-12,2026-07,8,8,0,1,7,5,2
P:618762,618762,,2026-02,2026-07,6,6,0,1,5,3,0
P:618764,618764,N24001639,2025-12,2026-07,8,8,0,3,5,5,2
P:618765,618765,N24002083,2026-01,2026-07,7,7,0,2,5,4,1
P:618766,618766,,2026-02,2026-07,6,6,0,,,3,0
P:618768,618768,,2026-04,2026-07,4,4,0,,,1,0
P:618769,618769,,2026-01,2026-07,7,7,0,,,4,1
P:618770,618770,N24001729,2025-12,2026-05,6,6,0,,,3,0
P:618771,618771,N24001820,2025-12,2026-05,6,6,0,3,3,3,0
P:618772,618772,N24001988,2025-12,2026-07,8,8,0,3,5,5,2
P:618773,618773,,2026-02,2026-05,4,4,0,,,1,0
P:618774,618774,N24001712,2025-12,2026-05,6,6,0,,,3,0
P:618775,618775,,2026-01,2026-07,7,7,0,,,4,1
P:618776,618776,,2026-02,2026-07,6,6,0,1,3,3,0
P:618777,618777,N24001986,2025-12,2026-07,8,8,0,3,5,5,2
P:618778,618778,N24001823,2025-12,2026-07,8,8,0,3,7,5,2
P:618779,618779,N24001795,2025-12,2026-05,6,6,0,3,5,3,0
P:618782,618782,,2026-02,2026-07,6,6,0,2,3,3,0
P:618783,618783,,2026-02,2026-07,6,6,0,1,3,3,0
P:618784,618784,,2026-02,2026-07,6,6,0,2,4,3,0
P:618785,618785,N24001630,2025-12,2026-07,8,8,0,3,6,5,2
P:618786,618786,,2026-02,2026-07,6,6,0,2,2,3,0
P:618787,618787,N24001785,2025-12,2026-07,8,8,0,3,6,5,2
P:618788,618788,N24002043,2026-01,2026-07,7,7,0,2,5,4,1
P:618789,618789,N24001631,2025-12,2026-02,3,3,0,,,0,0
P:618790,618790,,2026-04,2026-07,4,4,0,,,1,0
P:618791,618791,,2026-01,2026-07,7,7,0,,,4,1
P:618792,618792,N24002042,2026-01,2026-07,7,7,0,2,5,4,1
P:618793,618793,,2026-02,2026-07,6,6,0,2,5,3,0
P:618794,618794,N24001644,2025-12,2026-07,8,8,0,3,5,5,2
P:618795,618795,N24001642,2025-12,2026-07,8,8,0,3,4,5,2
P:618796,618796,N24000795,2025-12,2026-07,8,8,0,3,7,5,2
P:618797,618797,,2026-01,2026-07,7,7,0,,,4,1
P:618798,618798,N24002095,2025-12,2026-07,8,8,0,3,5,5,2
P:618799,618799,N24001599,2025-12,2026-07,8,8,0,3,7,5,2
P:618800,618800,N24002109,2025-12,2026-07,8,8,0,3,5,5,2
P:618801,618801,N24002110,2025-12,2026-07,8,8,0,3,5,5,2
P:618803,618803,N24001856,2025-12,2026-07,8,8,0,3,6,5,2
P:618804,618804,N24000811,2025-12,2026-07,8,8,0,3,5,5,2
P:618805,618805,,2026-02,2026-07,6,6,0,,,3,0
P:618806,618806,,2026-02,2026-07,6,6,0,1,3,3,0
P:618807,618807,N24001979,2025-12,2026-07,8,8,0,3,5,5,2
P:618808,618808,,2026-02,2026-07,6,6,0,1,1,3,0
P:618809,618809,N24002101,2025-12,2026-07,8,8,0,3,4,5,2
P:618810,618810,N24002100,2025-12,2026-07,8,8,0,3,4,5,2
P:618811,618811,,2026-01,2026-07,7,7,0,5,5,4,1
P:618812,618812,,2026-02,2026-07,6,6,0,2,2,3,0
P:618813,618813,,2026-02,2026-07,6,6,0,1,2,3,0
P:618814,618814,,2026-01,2026-07,6,4,1,3,3,3,1
P:618815,618815,,2026-02,2026-07,6,6,0,1,3,3,0
P:618816,618816,,2026-01,2026-07,6,3,1,,,2,1
P:618817,618817,,2026-01,2026-07,7,7,0,3,3,4,1
P:618818,618818,,2026-02,2026-07,6,6,0,2,2,3,0
P:618819,618819,N24001647,2025-12,2026-05,6,6,0,,,3,0
P:618820,618820,N24002079,2025-12,2026-07,8,8,0,3,7,5,2
P:618821,618821,N24002080,2025-12,2026-07,8,8,0,3,7,5,2
P:618822,618822,,2026-02,2026-07,6,6,0,1,5,3,0
P:618823,618823,,2026-02,2026-07,6,6,0,1,3,3,0
P:618824,618824,,2026-02,2026-07,6,6,0,1,3,3,0
P:618825,618825,N24001750,2025-12,2026-07,8,8,0,2,4,5,2
P:618826,618826,N24001980,2025-12,2026-07,8,8,0,3,5,5,2
P:618827,618827,N24001983,2025-12,2026-07,8,8,0,3,5,5,2
P:618828,618828,N24002053,2025-12,2026-05,6,6,0,3,4,3,0
P:618829,618829,N24001590,2025-12,2026-05,6,6,0,,,3,0
P:618830,618830,N24002054,2025-12,2026-07,8,8,0,3,5,5,2
P:618831,618831,,2026-02,2026-07,6,6,0,1,1,3,0
P:618832,618832,,2026-02,2026-07,6,6,0,,,3,0
P:618833,618833,N24000592,2025-12,2026-06,7,7,0,3,6,4,1
P:618834,618834,N24001827,2025-12,2026-05,6,6,0,3,3,3,0
P:618835,618835,N24001792,2025-12,2026-05,6,6,0,,,3,0
P:618836,618836,N24001834,2025-12,2026-07,8,8,0,2,7,5,2
P:618837,618837,N24001835,2025-12,2026-07,8,8,0,4,7,5,2
P:618838,618838,N24001558,2025-12,2026-07,8,8,0,3,7,5,2
P:618839,618839,N24000696,2025-12,2026-05,6,6,0,3,3,3,0
P:618840,618840,N24000480,2025-12,2026-07,8,8,0,3,5,5,2
P:618841,618841,N24001699,2025-12,2026-07,8,8,0,3,6,5,2
P:618842,618842,,2026-06,2026-07,2,2,0,1,1,0,0
P:618843,618843,,2026-01,2026-07,7,7,0,3,6,4,1
P:618844,618844,,2026-02,2026-07,6,6,0,1,4,3,0
P:618845,618845,N24001429,2025-12,2026-07,8,8,0,3,6,5,2
P:618846,618846,,2026-02,2026-07,6,6,0,1,4,3,0
P:618847,618847,N24001431,2025-12,2026-07,8,8,0,1,5,5,2
P:618848,618848,,2026-01,2026-07,7,7,0,,,4,1
P:618849,618849,N24001809,2025-12,2026-05,6,6,0,3,4,3,0
P:618850,618850,N24000613,2025-12,2026-07,8,8,0,3,7,5,2
P:618851,618851,,2026-02,2026-07,6,6,0,3,3,3,0
P:618852,618852,N24001810,2025-12,2026-07,8,8,0,3,7,5,2
P:618853,618853,,2026-02,2026-07,6,6,0,5,5,3,0
P:618854,618854,N24001306,2025-12,2026-05,6,6,0,,,3,0
P:618855,618855,N24001727,2025-12,2026-05,6,6,0,3,3,3,0
P:618856,618856,N24002094,2025-12,2026-07,8,8,0,3,5,5,2
P:618858,618858,,2026-02,2026-07,6,6,0,1,3,3,0
P:618859,618859,N24001732,2025-12,2026-07,8,8,0,3,7,5,2
P:618861,618861,N24001709,2025-12,2026-07,8,8,0,3,7,5,2
P:618862,618862,,2026-02,2026-07,6,6,0,1,5,3,0
P:618863,618863,,2026-02,2026-07,6,6,0,1,5,3,0
P:618864,618864,N24001851,2025-12,2026-05,6,6,0,3,5,3,0
P:618865,618865,N24001730,2025-12,2026-05,6,6,0,,,3,0
P:618866,618866,,2026-01,2026-07,7,7,0,,,4,1
P:618867,618867,,2026-01,2026-07,7,7,0,2,4,4,1
P:618868,618868,,2026-02,2026-07,6,6,0,3,3,3,0
P:618869,618869,,2026-01,2026-07,7,7,0,,,4,1
P:618870,618870,,2026-02,2026-07,6,6,0,2,4,3,0
P:618871,618871,,2026-01,2026-07,7,7,0,4,6,4,1
P:618872,618872,,2026-02,2026-07,6,6,0,2,4,3,0
P:618873,618873,,2026-02,2026-07,6,6,0,2,5,3,0
P:618874,618874,,2026-02,2026-05,4,4,0,2,3,1,0
P:618875,618875,,2026-02,2026-07,6,6,0,1,3,3,0
P:618876,618876,,2026-02,2026-02,1,1,0,,,0,0
P:618878,618878,N24002050,2025-12,2026-07,8,8,0,3,6,5,2
P:618879,618879,,2026-02,2026-07,6,6,0,,,3,0
P:618880,618880,,2026-02,2026-07,6,6,0,1,2,3,0
P:618881,618881,,2026-01,2026-07,7,7,0,,,4,1
P:618882,618882,,2026-02,2026-07,6,6,0,,,3,0
P:618883,618883,N24002086,2025-12,2026-07,8,8,0,3,6,5,2
P:618884,618884,N24002087,2025-12,2026-07,8,8,0,3,7,5,2
P:618885,618885,N24002089,2025-12,2026-07,8,8,0,2,7,5,2
P:618886,618886,,2026-01,2026-07,7,7,0,,,4,1
P:618887,618887,N24001687,2025-12,2026-07,8,8,0,3,3,5,2
P:618888,618888,N24002052,2025-12,2026-07,8,8,0,3,7,5,2
P:618889,618889,N24001808,2025-12,2026-07,8,8,0,3,6,5,2
P:618890,618890,N24002051,2025-12,2026-07,8,8,0,3,7,5,2
P:618891,618891,,2026-02,2026-07,6,6,0,1,1,3,0
P:618892,618892,,2026-06,2026-07,2,2,0,,,0,0
P:618893,618893,,2026-02,2026-07,6,6,0,1,3,3,0
P:618894,618894,N24001602,2025-12,2026-07,8,8,0,3,7,5,2
P:618895,618895,N24001601,2025-12,2026-07,8,8,0,3,7,5,2
P:618896,618896,N24001680,2025-12,2026-07,8,8,0,4,4,5,2
P:618897,618897,N24000708,2025-12,2026-05,6,6,0,3,3,3,0
P:618898,618898,,2026-02,2026-07,6,6,0,,,3,0
P:618899,618899,,2026-02,2026-07,6,6,0,1,5,3,0
P:618901,618901,,2026-02,2026-07,6,6,0,1,5,3,0
P:618902,618902,N24000723,2025-12,2026-07,8,8,0,3,4,5,2
P:618903,618903,N24000665,2025-12,2026-07,8,8,0,2,4,5,2
P:618904,618904,N24000187,2025-12,2026-06,7,7,0,,,4,1
P:618905,618905,,2026-02,2026-07,6,6,0,4,4,3,0
P:618906,618906,N24001643,2025-12,2026-07,8,8,0,3,5,5,2
P:618907,618907,,2026-02,2026-07,6,6,0,,,3,0
P:618908,618908,N24002081,2025-12,2026-07,8,8,0,3,5,5,2
P:618909,618909,N24000788,2025-12,2026-07,8,8,0,3,4,5,2
P:618910,618910,N24001749,2025-12,2026-06,7,7,0,3,5,4,1
P:618911,618911,N24002090,2025-12,2026-07,8,8,0,3,5,5,2
P:618912,618912,,2026-02,2026-05,4,4,0,1,2,1,0
P:618913,618913,N24000739,2025-12,2026-05,6,6,0,,,3,0
P:618914,618914,,2026-04,2026-07,4,4,0,,,1,0
P:618915,618915,N24001304,2025-12,2026-05,6,6,0,,,3,0
P:618916,618916,N24001305,2025-12,2026-05,6,6,0,,,3,0
P:618917,618917,,2026-02,2026-07,6,6,0,1,4,3,0
P:618919,618919,N24001984,2025-12,2026-05,6,6,0,,,3,0
P:618920,618920,,2026-02,2026-07,6,6,0,2,3,3,0
P:618921,618921,N24002049,2025-12,2026-07,8,8,0,4,6,5,2
P:618922,618922,,2026-02,2026-07,6,6,0,2,2,3,0
P:618923,618923,,2026-02,2026-07,6,6,0,3,3,3,0
P:618924,618924,,2026-02,2026-07,6,6,0,1,3,3,0
P:618925,618925,N24001738,2025-12,2026-07,8,8,0,3,7,5,2
P:618926,618926,,2026-02,2026-07,6,6,0,1,1,3,0
P:618927,618927,,2026-02,2026-07,6,6,0,3,3,3,0
P:618928,618928,N24002093,2026-02,2026-07,6,6,0,1,3,3,0
P:618929,618929,,2026-02,2026-07,6,6,0,1,4,3,0
P:618930,618930,,2026-01,2026-07,5,4,2,,,2,1
P:618931,618931,,2026-01,2026-07,7,7,0,,,4,1
P:618932,618932,,2026-01,2026-07,7,7,0,,,4,1
P:618933,618933,,2026-02,2026-07,6,6,0,4,4,3,0
P:618934,618934,,2026-01,2026-07,7,7,0,,,4,1
P:618935,618935,N24002044,2025-12,2026-05,6,6,0,3,4,3,0
P:618936,618936,N24001635,2025-12,2026-07,8,8,0,3,5,5,2
P:618937,618937,N24001799,2025-12,2026-07,8,8,0,3,7,5,2
P:618938,618938,N24001796,2025-12,2026-05,6,6,0,3,4,3,0
P:618939,618939,,2026-01,2026-07,7,7,0,,,4,1
P:618941,618941,,2026-02,2026-07,6,6,0,2,2,3,0
P:618942,618942,N24001677,2025-12,2026-07,8,8,0,3,4,5,2
P:618943,618943,,2026-01,2026-05,5,5,0,4,4,2,0
P:618944,618944,,2026-02,2026-07,6,6,0,2,2,3,0
P:618945,618945,N24001522,2025-12,2026-07,8,8,0,3,7,5,2
P:618946,618946,N24002057,2025-12,2026-05,6,6,0,3,5,3,0
P:618947,618947,N24001596,2025-12,2026-07,8,8,0,1,6,5,2
P:618948,618948,,2026-02,2026-07,6,6,0,,,3,0
P:618949,618949,N24002055,2025-12,2026-07,8,8,0,3,5,5,2
P:618950,618950,,2026-01,2026-07,7,7,0,2,3,4,1
P:618951,618951,N24001589,2025-12,2026-07,8,8,0,3,7,5,2
P:618952,618952,N24000714,2025-12,2026-07,8,8,0,7,7,5,2
P:618953,618953,N24001371,2025-12,2026-07,8,8,0,3,4,5,2
P:618954,618954,,2026-02,2026-07,6,6,0,,,3,0
P:618955,618955,N24000813,2025-12,2026-07,8,8,0,3,7,5,2
P:618956,618956,,2026-02,2026-07,6,6,0,4,4,3,0
P:618957,618957,,2026-02,2026-07,6,6,0,1,5,3,0
P:618958,618958,,2026-02,2026-07,6,6,0,1,1,3,0
P:618959,618959,N24002106,2025-12,2026-05,6,6,0,,,3,0
P:618960,618960,N24002105,2025-12,2026-07,8,8,0,4,4,5,2
P:618961,618961,,2026-01,2026-07,7,7,0,,,4,1
P:618962,618962,,2026-01,2026-07,7,7,0,2,6,4,1
P:618963,618963,,2026-02,2026-07,6,6,0,,,3,0
P:618964,618964,,2026-01,2026-07,7,7,0,,,4,1
P:618966,618966,,2026-01,2026-07,7,7,0,,,4,1
P:618967,618967,,2026-01,2026-07,7,7,0,4,4,4,1
P:618968,618968,N24001735,2025-12,2026-07,8,8,0,3,7,5,2
P:618969,618969,N24001628,2025-12,2026-07,8,8,0,3,5,5,2
P:618970,618970,N24001734,2025-12,2026-07,8,8,0,3,7,5,2
P:618971,618971,,2025-11,2026-07,9,9,0,,,6,3
P:618972,618972,,2025-12,2026-06,7,7,0,,,4,1
P:618976,618976,,2026-02,2026-07,6,6,0,3,5,3,0
P:618977,618977,,2025-12,2026-07,8,8,0,4,4,5,2
P:618978,618978,,2025-12,2026-06,7,7,0,,,4,1
P:618981,618981,,2026-04,2026-07,4,4,0,,,1,0
P:618982,618982,,2025-12,2026-07,8,8,0,5,5,5,2
P:618985,618985,,2025-12,2026-07,8,8,0,,,5,2
P:618986,618986,,2025-12,2026-06,7,7,0,,,4,1
P:618991,618991,,2025-12,2026-07,8,8,0,,,5,2
P:618992,618992,,2025-12,2026-07,8,8,0,,,5,2
P:618995,618995,,2025-12,2026-06,7,7,0,,,4,1
P:619003,619003,N24000852,2026-01,2026-07,7,7,0,2,2,4,1
P:619004,619004,,2026-01,2026-07,7,7,0,,,4,1
P:619005,619005,,2026-01,2026-07,7,7,0,6,6,4,1
P:619007,619007,,2026-02,2026-07,6,6,0,1,1,3,0
P:619008,619008,,2026-02,2026-07,6,6,0,1,1,3,0
P:619009,619009,,2026-04,2026-07,4,4,0,1,1,1,0
P:619010,619010,N24002027,2026-04,2026-07,4,4,0,2,2,1,0
P:619013,619013,N24000320,2026-01,2026-07,7,7,0,2,6,4,1
P:619014,619014,,2026-04,2026-07,4,4,0,,,1,0
P:619022,619022,,2026-01,2026-07,7,7,0,,,4,1
P:619024,619024,,2026-01,2026-07,7,7,0,,,4,1
P:619025,619025,,2026-01,2026-07,7,7,0,,,4,1
P:619026,619026,,2026-02,2026-07,6,6,0,,,3,0
P:619027,619027,,2026-01,2026-07,7,7,0,,,4,1
P:619028,619028,,2026-01,2026-07,7,7,0,6,6,4,1
P:619029,619029,,2026-01,2026-07,7,7,0,1,2,4,1
P:619030,619030,,2026-01,2026-07,7,7,0,,,4,1
P:619031,619031,,2026-01,2026-07,7,7,0,6,6,4,1
P:619032,619032,,2026-01,2026-07,7,7,0,6,6,4,1
P:619033,619033,,2026-01,2026-07,7,7,0,6,6,4,1
P:619038,619038,N24001396,2026-01,2026-07,7,7,0,3,3,4,1
P:619039,619039,,2026-06,2026-07,2,2,0,,,0,0
P:619042,619042,N24001907,2026-01,2026-07,7,7,0,2,2,4,1
P:619043,619043,,2026-07,2026-07,1,1,0,,,0,0
P:619045,619045,,2026-02,2026-07,6,6,0,1,3,3,0
P:619049,619049,,2026-01,2026-07,7,7,0,6,6,4,1
P:619051,619051,,2026-02,2026-07,6,6,0,3,5,3,0
P:619052,619052,,2026-01,2026-07,7,7,0,,,4,1
P:619053,619053,,2026-01,2026-07,7,7,0,,,4,1
P:619054,619054,,2026-01,2026-07,7,7,0,,,4,1
P:619055,619055,,2026-01,2026-07,7,7,0,,,4,1
P:619056,619056,,2026-04,2026-07,4,4,0,1,1,1,0
P:619057,619057,N24002129,2026-02,2026-07,6,6,0,5,5,3,0
P:619059,619059,N24000765,2026-02,2026-07,6,6,0,1,1,3,0
P:619060,619060,N24000320,2026-02,2026-07,6,6,0,4,5,3,0
P:619061,619061,,2026-05,2026-07,3,3,0,,,0,0
P:619063,619063,N24001557,2026-01,2026-05,5,5,0,2,4,2,0
P:619064,619064,,2026-01,2026-07,7,7,0,2,4,4,1
P:619065,619065,,2026-01,2026-07,3,2,4,5,5,0,1
P:619067,619067,,2026-01,2026-05,5,5,0,2,4,2,0
P:619068,619068,N24002048,2026-01,2026-07,7,7,0,2,2,4,1
P:619069,619069,,2026-01,2026-07,7,7,0,5,6,4,1
P:619070,619070,,2026-01,2026-04,4,4,0,,,1,0
P:619071,619071,N24001681,2026-01,2026-07,7,7,0,,,4,1
P:619072,619072,N24001674,2026-01,2026-07,7,7,0,2,5,4,1
P:619073,619073,,2026-01,2026-07,7,7,0,2,6,4,1
P:619074,619074,,2026-01,2026-07,7,7,0,5,6,4,1
P:619075,619075,,2026-01,2026-05,5,5,0,3,3,2,0
P:619076,619076,,2026-01,2026-07,7,7,0,2,4,4,1
P:619077,619077,,2026-01,2026-07,7,7,0,2,6,4,1
P:619078,619078,N24000726,2026-01,2026-07,7,7,0,2,2,4,1
P:619080,619080,,2026-01,2026-07,7,7,0,2,2,4,1
P:619083,619083,,2026-01,2026-05,5,5,0,3,3,2,0
P:619084,619084,,2026-01,2026-05,5,5,0,3,3,2,0
P:619086,619086,,2026-01,2026-07,7,7,0,3,3,4,1
P:619087,619087,N24002035,2026-01,2026-07,7,7,0,,,4,1
P:619089,619089,N24001547,2026-01,2026-07,7,7,0,2,6,4,1
P:619090,619090,N24001781,2026-01,2026-07,7,7,0,2,6,4,1
P:619092,619092,,2026-01,2026-07,7,7,0,2,5,4,1
P:619093,619093,,2026-01,2026-07,7,7,0,2,4,4,1
P:619094,619094,N24001694,2026-01,2026-07,7,7,0,2,2,4,1
P:619095,619095,N24001607,2026-01,2026-07,7,7,0,2,6,4,1
P:619096,619096,N24000462,2026-01,2026-07,7,7,0,2,6,4,1
P:619097,619097,,2026-01,2026-07,7,7,0,2,6,4,1
P:619098,619098,N24000784,2026-01,2026-07,7,7,0,2,6,4,1
P:619099,619099,,2026-01,2026-07,7,7,0,2,3,4,1
P:619100,619100,,2026-01,2026-07,7,7,0,2,4,4,1
P:619101,619101,,2026-01,2026-07,7,7,0,2,3,4,1
P:619102,619102,,2026-04,2026-07,4,4,0,,,1,0
P:619103,619103,,2026-01,2026-07,7,7,0,3,6,4,1
P:619104,619104,,2026-01,2026-05,5,5,0,,,2,0
P:619105,619105,,2026-01,2026-07,7,7,0,,,4,1
P:619106,619106,,2026-01,2026-07,7,7,0,3,4,4,1
P:619107,619107,,2026-01,2026-07,7,7,0,3,5,4,1
P:619108,619108,,2026-01,2026-07,7,7,0,3,5,4,1
P:619109,619109,N24001668,2026-01,2026-07,7,7,0,2,6,4,1
P:619111,619111,N24001837,2026-01,2026-07,7,7,0,2,6,4,1
P:619112,619112,N24001836,2026-01,2026-07,7,7,0,2,2,4,1
P:619113,619113,,2026-01,2026-06,2,1,4,,,0,0
P:619114,619114,,2026-01,2026-07,7,7,0,2,4,4,1
P:619115,619115,,2026-01,2026-02,2,2,0,,,0,0
P:619117,619117,,2026-01,2026-07,7,7,0,2,6,4,1
P:619118,619118,N24000619,2026-01,2026-07,7,7,0,2,6,4,1
P:619119,619119,N24000715,2026-01,2026-07,7,7,0,2,4,4,1
P:619120,619120,,2026-01,2026-07,7,7,0,2,6,4,1
P:619121,619121,,2026-01,2026-05,5,5,0,2,2,2,0
P:619122,619122,N24001771,2026-01,2026-05,5,5,0,2,4,2,0
P:619123,619123,N24002122,2026-01,2026-07,7,7,0,2,4,4,1
P:619124,619124,N24002124,2026-01,2026-07,7,7,0,2,4,4,1
P:619125,619125,N24002126,2026-01,2026-07,7,7,0,2,4,4,1
P:619126,619126,N24002125,2026-01,2026-07,7,7,0,2,4,4,1
P:619127,619127,,2026-01,2026-07,7,7,0,2,4,4,1
P:619128,619128,N24001483,2026-01,2026-07,7,7,0,2,6,4,1
P:619129,619129,N24001721,2026-01,2026-07,7,7,0,2,4,4,1
P:619130,619130,N24002111,2026-01,2026-07,7,7,0,2,4,4,1
P:619131,619131,N24000826,2026-01,2026-07,7,7,0,2,3,4,1
P:619132,619132,N24001774,2026-01,2026-07,7,7,0,2,3,4,1
P:619134,619134,N24002098,2026-01,2026-07,7,7,0,4,4,4,1
P:619136,619136,,2026-01,2026-07,7,7,0,2,6,4,1
P:619137,619137,,2026-01,2026-04,4,4,0,2,3,1,0
P:619138,619138,N24001682,2026-01,2026-07,7,7,0,3,6,4,1
P:619139,619139,,2026-01,2026-07,7,7,0,2,4,4,1
P:619140,619140,N24001981,2026-01,2026-07,7,7,0,2,4,4,1
P:619141,619141,N24002033,2026-04,2026-07,4,4,0,1,1,1,0
P:619142,619142,,2026-01,2026-07,7,7,0,,,4,1
P:619143,619143,,2026-02,2026-07,6,6,0,2,2,3,0
P:619144,619144,,2026-01,2026-05,5,5,0,,,2,0
P:619145,619145,,2026-01,2026-07,7,7,0,5,6,4,1
P:619146,619146,N24000569,2026-01,2026-06,6,6,0,3,5,3,0
P:619147,619147,N24001793,2026-01,2026-05,5,5,0,2,2,2,0
P:619148,619148,,2026-01,2026-05,5,5,0,,,2,0
P:619149,619149,N24001495,2026-01,2026-07,7,7,0,2,3,4,1
P:619150,619150,,2026-01,2026-07,7,7,0,2,6,4,1
P:619152,619152,N24000507,2026-01,2026-07,7,7,0,2,6,4,1
P:619153,619153,N24001812,2026-01,2026-07,7,7,0,2,6,4,1
P:619154,619154,,2026-02,2026-07,6,6,0,1,3,3,0
P:619155,619155,N24001526,2026-01,2026-07,7,7,0,2,4,4,1
P:619156,619156,,2026-05,2026-07,3,3,0,2,2,0,0
P:619157,619157,N24000734,2026-01,2026-07,7,7,0,2,3,4,1
P:619158,619158,N24000733,2026-01,2026-07,7,7,0,2,4,4,1
P:619160,619160,,2026-01,2026-07,7,7,0,2,2,4,1
P:619161,619161,,2026-01,2026-07,7,7,0,3,4,4,1
P:619162,619162,N24001753,2026-01,2026-07,7,7,0,2,6,4,1
P:619163,619163,N24001502,2026-01,2026-07,7,7,0,2,4,4,1
P:619164,619164,,2026-01,2026-07,7,7,0,2,2,4,1
P:619165,619165,,2026-01,2026-07,7,7,0,4,6,4,1
P:619166,619166,,2026-01,2026-07,7,7,0,2,5,4,1
P:619167,619167,,2026-01,2026-07,7,7,0,2,6,4,1
P:619168,619168,N24001733,2026-01,2026-07,7,7,0,2,6,4,1
P:619171,619171,,2026-02,2026-07,6,6,0,,,3,0
P:619172,619172,,2026-02,2026-07,6,6,0,3,3,3,0
P:619181,619181,,2026-02,2026-07,6,6,0,1,5,3,0
P:619184,619184,,2026-02,2026-07,6,6,0,1,3,3,0
P:619185,619185,,2026-02,2026-07,6,6,0,1,4,3,0
P:619186,619186,,2026-02,2026-07,6,6,0,1,1,3,0
P:619187,619187,,2026-02,2026-07,6,6,0,,,3,0
P:619191,619191,,2026-02,2026-07,6,6,0,,,3,0
P:619193,619193,,2026-02,2026-07,6,6,0,1,5,3,0
P:619194,619194,,2026-05,2026-07,3,3,0,,,0,0
P:619196,619196,,2026-02,2026-07,6,6,0,5,5,3,0
P:619197,619197,,2026-02,2026-07,6,6,0,1,5,3,0
P:619198,619198,,2026-02,2026-07,6,6,0,1,5,3,0
P:619199,619199,,2026-02,2026-07,6,6,0,1,5,3,0
P:619200,619200,,2026-02,2026-07,6,6,0,1,3,3,0
P:619201,619201,,2026-02,2026-07,6,6,0,1,1,3,0
