project_code,identity_key,project_name,prediction_month,cutoff_target,future_target,target_change_month,shift_months,original_end_date,revised_end_date,december_2025_target,january_2026_target,february_2026_target,previous_report_target,march_2026_target,april_2026_target,next_report_target,source_file,source_page,source_section,label_value,sampled_for_source_review,source_months_verified,review_status,notes
618677,P:618677,6L Greenfield Kaliagura Baunsaguar Section of NH-130-CD Road from km 249000 to km 293000 Package OD-5,2026-02,10/2025,06/2026,2026-03,8,05/2024,06/2026,10/2025,10/2025,10/2025,10/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,134,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618678,P:618678,6L Greenfield Baunsaguar - Baraja Section of NH-130-CD Road from km 293000 to km 338500 Package OD-6,2026-02,06/2025,05/2026,2026-03,11,05/2024,05/2026,06/2025,06/2025,06/2025,06/2025,05/2026,06/2026,06/2026,FlashReport_March_2026.pdf,135,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618680,P:618680,6L Greenfield Kandili - Aluru Section of NH-130-CD Road from km 342500 to km 365033 Package-OD-8,2026-02,08/2025,06/2026,2026-03,10,10/2024,06/2026,08/2025,08/2025,08/2025,08/2025,06/2026,05/2026,05/2026,FlashReport_March_2026.pdf,135,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619109,P:619109,6L of Badakumari - Karki Section from Km 179.000 to km 226.500 of NH-130-CD Package OD-3,2026-02,12/2025,05/2026,2026-03,5,04/2024,05/2026,,12/2025,12/2025,12/2025,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,135,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619118,P:619118,Four Laning of Angul to Sambalpur from Km.112.000 to Km.265.000,2026-02,10/2024,04/2026,2026-03,18,08/2019,04/2026,,10/2024,10/2024,10/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,135,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619119,P:619119,Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the State of Odisha,2026-02,12/2024,04/2026,2026-03,16,07/2020,04/2026,,12/2024,12/2024,12/2024,04/2026,06/2026,06/2026,FlashReport_March_2026.pdf,135,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619215,P:619215,Cuttack-Angul Section of NH-42 New NH-55 from Km.60.200 to Km. 112.000 Pkg-II in the State of Odisha,2026-02,12/2024,04/2026,2026-03,16,09/2020,04/2026,,,12/2024,12/2024,04/2026,06/2026,06/2026,FlashReport_March_2026.pdf,135,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618489,P:618489,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IX from Junction with Ludhiana-Moga road NH-5 near Mullanpur Dakha to Junction with Jalandhar - Moga road NH-703 near Kang Sahibu village Km 260860 to km 303900,2026-02,09/2025,06/2026,2026-03,9,07/2024,06/2026,,,09/2025,09/2025,06/2026,03/2027,03/2027,FlashReport_March_2026.pdf,136,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618552,P:618552,Development of 6L Greenfield Jalandhar Bypass starting from Kahlwan NH-03 ending at Kang Sahbu NH-703 via Sarmastpur NH-44 - Madara NH-03 - Khajurla NH-44,2026-02,03/2026,06/2027,2026-03,15,01/2025,06/2027,03/2026,03/2026,03/2026,03/2026,06/2027,06/2027,06/2027,FlashReport_March_2026.pdf,136,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618617,P:618617,6L Amritsar-Bathinda Greenfield section from village Tiba on NE-5A to Jn. with Moga Jalandhar road NH-703 near Dharamkot from km 0.000 to km 39.000 of NH-754A Pkg-1,2026-02,09/2025,06/2027,2026-03,21,11/2024,06/2027,09/2025,09/2025,09/2025,09/2025,06/2027,06/2027,06/2027,FlashReport_March_2026.pdf,136,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618764,P:618764,Moga - Bagha Purana - Bajakhana from km. 0.00 to km.,2026-02,08/2025,05/2026,2026-03,9,12/2024,05/2026,08/2025,08/2025,08/2025,08/2025,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,136,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p97=08/2025; 2026-01:FlashReport_January_2026.pdf:p120=08/2025; 2026-02:FlashReport_February_2026.pdf:p147=08/2025; 2026-03:FlashReport_March_2026.pdf:p136=05/2026; 2026-04:FlashReport_April2026.pdf:p141=05/2026
618776,P:618776,4L of Greenfield section from Sirhind to Mohali,2026-02,04/2026,06/2026,2026-03,2,05/2025,06/2026,,,04/2026,04/2026,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,136,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617901,P:617901,Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of NH-25 on EPC mode in the state of Rajasthan.,2026-02,07/2025,03/2026,2026-03,8,12/2024,03/2026,07/2025,02/2026,07/2025,07/2025,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,137,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618200,P:618200,Construction of 2 lane with Paved Shoulder for Northern Bypass Phase-II of Kota city in the State of Rajasthan.,2026-02,06/2026,02/2027,2026-03,8,04/2025,02/2027,06/2026,06/2026,06/2026,06/2026,02/2027,02/2027,02/2027,FlashReport_March_2026.pdf,138,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618457,P:618457,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-10 Ch. 292.950 to Ch. [End of Interchange on NH-166 near village Mui to Hardeoganj village near Indergarh],2026-02,07/2024,06/2026,2026-03,23,05/2023,06/2026,07/2024,07/2024,07/2024,07/2024,06/2026,07/2026,07/2026,FlashReport_March_2026.pdf,138,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618458,P:618458,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-15 Ch. 419.000 to Ch.427.300 [Junction with NH-12 near village Ummedpura to Major bridge over Takli river near Nayagaon Jageer village],2026-02,02/2026,05/2026,2026-03,3,01/2024,05/2026,02/2026,02/2026,02/2026,02/2026,05/2026,07/2026,07/2026,FlashReport_March_2026.pdf,138,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618612,P:618612,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-6,2026-02,12/2024,04/2026,2026-03,16,08/2023,04/2026,12/2024,12/2024,12/2024,12/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,138,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618613,P:618613,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-7,2026-02,12/2024,04/2026,2026-03,16,07/2023,04/2026,12/2024,12/2024,12/2024,12/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,138,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618071,P:618071,Construction of two lane with paved shoulder Gangtok Bypass Road from Ranipool to Burtuk Ch 0.00 Km to 23.316 L23.316 Km in the State of Sikkim,2026-02,01/2025,06/2026,2026-03,17,05/2024,06/2026,01/2025,01/2025,01/2025,01/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,139,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618426,P:618426,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including Geometric Improvement from Ranipool to Pakyong Balance work from Km 2.000 to 16.167 of NH-717-A on EPC basis under SARDP-NE Phase A in the State of Sikkim,2026-02,09/2025,04/2026,2026-03,7,07/2024,04/2026,,,09/2025,09/2025,04/2026,12/2026,12/2026,FlashReport_March_2026.pdf,139,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618428,P:618428,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00 Km 3.100 of NH-717A with two lane paved shoulder including Major Bridge of 680 m in the State of Sikkim on EPC Mode-COS work,2026-02,10/2025,04/2026,2026-03,6,04/2023,04/2026,,,10/2025,10/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,139,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618446,P:618446,Construction & Upgradation of existing road to 2-lane with paved shoulder from New Rolep Bridge at km 37.600 to Chochenpheri at km 52.00 in the section of Rongli to Chochenpheri of NH 717B Pkg-II C,2026-02,02/2025,06/2026,2026-03,16,05/2024,06/2026,02/2025,02/2025,02/2025,02/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,139,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618447,P:618447,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Helipad near Menla at Km 82000 to Menla at Km 94030 of Rhenock-Menla Spur NH- 717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,2026-02,09/2025,05/2026,2026-03,8,02/2024,05/2026,11/2025,09/2025,09/2025,09/2025,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,139,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618448,P:618448,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Chochenpheri at Km 52000 to Helipad near Menla at Km 82000 of Rhenock-Menla Spur NH-717B Package-IIIA on EPC Basis under SARDP-NE Phase 'A' in the State of,2026-02,09/2025,10/2026,2026-03,13,12/2023,10/2026,09/2025,09/2025,09/2025,09/2025,10/2026,10/2026,10/2026,FlashReport_March_2026.pdf,139,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618449,P:618449,Construction & Upgradation of existing road to 2-lane with paved shoulder from km27.200 End of Rongli bypass to km37.600New Rolep Bridge of Rhenok-Menla spur NH-717B on EPC Mode under SARDP-NE Phase-A in Sikkim Pkg-II B,2026-02,02/2025,06/2026,2026-03,16,04/2023,06/2026,02/2025,02/2025,02/2025,02/2025,06/2026,09/2026,09/2026,FlashReport_March_2026.pdf,139,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618450,P:618450,Rehabilitation & Upgradation of existing road to 2-lane with paved shoulder including geometric improvement of section from start of Rabangla km33.600 to km58.840 under SARDP-NE Phase A Pkg- IV,2026-02,04/2025,06/2026,2026-03,14,05/2022,06/2026,04/2025,04/2025,04/2025,04/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,139,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618479,P:618479,Bangalore Chennai Expressway Phase-III Package III Arakkonam to Kancheepuram from Km 204.500 to Km,2026-02,03/2025,03/2027,2026-03,24,07/2024,03/2027,03/2025,03/2025,03/2025,03/2025,03/2027,09/2027,09/2027,FlashReport_March_2026.pdf,139,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p98=03/2025; 2026-01:FlashReport_January_2026.pdf:p122=03/2025; 2026-02:FlashReport_February_2026.pdf:p150=03/2025; 2026-03:FlashReport_March_2026.pdf:p139=03/2027; 2026-04:FlashReport_April2026.pdf:p144=09/2027
618521,P:618521,Karaipettai to Walajapet from Km 71.015 to,2026-02,04/2025,04/2026,2026-03,12,02/2021,04/2026,04/2025,04/2025,04/2025,04/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,139,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618563,P:618563,4L of Madurai Ring Road Phase 1 [Vadipatti-Thamrapatti] from km 0.00 - km,2026-02,08/2025,06/2026,2026-03,10,03/2022,06/2026,08/2025,08/2025,08/2025,08/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,140,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618608,P:618608,4L of left-over works including additional structures from Kerala/Tamil Nadu border to Kanyakumari Section from Km 43.0 to Km 96.174 of NH66,2026-02,04/2026,05/2026,2026-03,1,08/2025,05/2026,04/2026,04/2026,04/2026,04/2026,05/2026,10/2026,10/2026,FlashReport_March_2026.pdf,140,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618635,P:618635,6L of Pondavakkam to Kannigaipair from km 96.040 to km 116.100 of NH 716B Pkg- IV,2026-02,11/2025,09/2026,2026-03,10,01/2025,09/2026,11/2025,11/2025,11/2025,11/2025,09/2026,11/2026,11/2026,FlashReport_March_2026.pdf,140,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618756,P:618756,Melur - Pilayarpatti - Karaikudi from km 99.920 of NH 38 to km 12.9 of NH 383 Ext.,2026-02,05/2025,07/2026,2026-03,14,03/2022,07/2026,05/2025,05/2025,05/2025,05/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,140,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618846,P:618846,Poondiyankuppam Km.67.000 to Sattanathapuram Km.123.800,2026-02,09/2024,04/2026,2026-03,19,01/2024,04/2026,,,09/2024,09/2024,04/2026,06/2026,06/2026,FlashReport_March_2026.pdf,140,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618895,P:618895,Kamalapuram to Oddanchatram from km. 0.00 to km.,2026-02,03/2026,05/2026,2026-03,2,01/2023,05/2026,03/2026,03/2026,03/2026,03/2026,05/2026,07/2026,07/2026,FlashReport_March_2026.pdf,140,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618897,P:618897,4L of Sethiyathope -Cholapuram section from Km. 65.960 to Km. 116.440 section of NH45 C Pkg-II,2026-02,06/2024,04/2026,2026-03,22,08/2020,04/2026,06/2024,06/2024,06/2024,06/2024,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,140,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617913,P:617913,6-laning of km 9.900 to km 19/948 Aramgarh to Shamshabad Section of Hyderabad- Bangalore section of NH-44 Under NHO EPC basis in the state of Telangana,2026-02,07/2021,12/2025,2026-03,53,05/2020,12/2025,07/2021,07/2021,07/2021,07/2021,12/2025,06/2026,06/2026,FlashReport_March_2026.pdf,141,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617940,P:617940,"Rehabilitation and Upgradation of LB-Nagar to Malkapur section to 6-Lane main carriageway with service roads, drains cum footpath, including VUPs and widening of Minor bridge & road safety provisions from Km. 15/00 to Km 40/00 of NH-65 Old NH-9",2026-01,09/2025,06/2026,2026-03,9,07/2024,06/2026,09/2025,09/2025,,09/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,141,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617980,P:617980,Construction of six lane elevated corridor from km 7.950 Uppal to km 14.200 of NH- 163 to De-Congest the urban limits of Hyderabad-Bhoopalapatnam section on EPC mode in the state of Telangana,2026-02,04/2026,10/2026,2026-03,6,07/2020,10/2026,04/2026,04/2026,04/2026,04/2026,10/2026,10/2026,10/2026,FlashReport_March_2026.pdf,141,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619094,P:619094,Thorapalli - Agraharam - Jittandahalli Section from km 23.350 to km 60.100 [Hosur to Dhamrapuri Pkg-2],2026-02,03/2025,12/2026,2026-03,21,12/2023,12/2026,,03/2025,03/2025,03/2025,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,141,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619129,P:619129,Mahabalipuram - Pondicherry Pkg-I [Mamallapuram to Mugaiyur],2026-02,08/2025,08/2026,2026-03,12,05/2024,08/2026,,08/2025,08/2025,08/2025,08/2026,12/2026,12/2026,FlashReport_March_2026.pdf,141,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619222,P:619222,"Balance works of four lane from km 43.950 Thiruvallur Bypass to km Veppampattu Bypass passing through Thannerkulam, Thozur and Sevapet Bypass 17.520 kms of Tirupathi- Tiruttani- Chennai section of NH 205",2026-02,02/2025,04/2026,2026-03,14,09/2024,04/2026,,,02/2025,02/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,141,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617983,P:617983,Widening & Strengthening of Existing 2LPS to 4 lane PS from Km 150000 to Km 159000 and Km 165400 to Km 186000 of NH-163 old NH-202 under NH O for the year 2020-21 on EPC Mode in the state of Telangana.,2026-02,04/2025,06/2026,2026-03,14,07/2024,06/2026,04/2025,04/2025,04/2025,04/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,142,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p99=04/2025; 2026-01:FlashReport_January_2026.pdf:p123=04/2025; 2026-02:FlashReport_February_2026.pdf:p152=04/2025; 2026-03:FlashReport_March_2026.pdf:p142=06/2026; 2026-04:FlashReport_April2026.pdf:p147=06/2026
617995,P:617995,Widening to Two Lane with Paved Shoulders from Km 67.000 to Km 114.425 of Kalwakurthy- Mallapally Section of NH 167 Erstwhile section of SH 18 in the State of Telangana on EPC mode under NH O Annual Plan 2016-17,2026-02,07/2021,12/2025,2026-03,53,05/2019,12/2025,07/2021,07/2021,07/2021,07/2021,12/2025,12/2025,12/2025,FlashReport_March_2026.pdf,142,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617996,P:617996,Widening to 2/4 Lane with paved shoulders from Km 182.120 to Km 227.600 of NH 167 on Haggari-Jadcherla Road on EPC mode under NHO in the state of Telangana,2026-02,07/2023,03/2026,2026-03,32,02/2019,03/2026,07/2023,07/2023,07/2023,07/2023,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,142,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618001,P:618001,"Construction of 4-lane flyover at Amberpet-X road, Hyderabad on NH-202 in the State of Telangana",2026-02,04/2024,02/2026,2026-03,22,06/2023,02/2026,04/2024,04/2024,04/2024,04/2024,02/2026,06/2026,06/2026,FlashReport_March_2026.pdf,142,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618141,P:618141,Widening and Improvement of existing carriage way to 2 lane with paved shoulders from Km. 86/160 to 131/730 of Jangaon-Duddeda section of NH-365B in the State of Telangana on EPC Mode,2026-02,06/2025,04/2026,2026-03,10,12/2024,04/2026,06/2025,06/2025,06/2025,06/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,142,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618142,P:618142,Widening to Two lane with Paved shoulders from km.40/410 to 84/037 of Thirumanlagiri-- Suryapet Section of NH-365B earstwhile section of SH-16,2026-02,05/2019,09/2019,2026-03,4,05/2019,09/2019,05/2019,05/2019,05/2019,05/2019,09/2019,09/2019,09/2019,FlashReport_March_2026.pdf,143,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618186,P:618186,"Rehabilitation and Up-gradation of Valigonda to Thorrur Section to Two Lane with Paved Shoulders from Km 39.180 to Km 108.300 of NH-930P in the State of Telangana on Engineering, Procurement and Construction EPC Basis",2026-02,04/2025,04/2026,2026-03,12,12/2024,04/2026,04/2025,04/2025,04/2025,04/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,143,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618196,P:618196,Widening to 2 lane with Paved Shoulders of Siddipet-Elkathurthy section from Km 69/978 to km 133/619 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode,2026-02,01/2025,06/2026,2026-03,17,12/2024,06/2026,01/2025,01/2025,01/2025,01/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,143,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618197,P:618197,Widening to 2 lane with Paved Shoulders of Medak - Siddipet section from Km 0/0 to km 69/978 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode,2026-02,07/2025,06/2026,2026-03,11,01/2025,06/2026,07/2025,07/2025,07/2025,07/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,143,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618746,P:618746,Khammam-Devarapalle Pkg I [4L Access Controlled Greenfield from Thallampadu village to Somavaram village Design Chainage 0000 to 33604],2026-02,01/2026,04/2026,2026-03,3,10/2024,04/2026,01/2026,01/2026,01/2026,01/2026,04/2026,10/2026,10/2026,FlashReport_March_2026.pdf,143,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618765,P:618765,4L of Karimnagar-Warangal section from km 49.500 to km 117.820 of NH-563,2026-02,12/2025,07/2026,2026-03,7,07/2025,07/2026,,12/2025,12/2025,12/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,143,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618815,P:618815,4L Access Controlled Greenfield Highway section on NH-163G Warangal-Khammam from Venkatpur village in Warangal District at Design Ch. 150.240 Km to Thallasenkesa village in Mahabubabed District at Design Ch. 189.650 kmPackage-II,2026-02,04/2026,10/2026,2026-03,6,04/2026,10/2026,,,04/2026,04/2026,10/2026,10/2026,10/2026,FlashReport_March_2026.pdf,143,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618411,P:618411,Melaghar-Srimantapur section on NH-08 Spur from Km 23 to Km 34.500 11.5 Km and overlay from Km 20.30 to Km 22.00 1.7 Km Total Length 13.2 Km,2026-02,11/2025,06/2026,2026-03,7,11/2024,06/2026,12/2025,11/2025,11/2025,11/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,144,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618945,P:618945,4L of Kodad Design Km 0.00/Existing Km 185.00 of NH-65 to Khammam Design Km 31.800/Existing Km 29.400 of NH-365A,2026-02,05/2025,05/2026,2026-03,12,05/2024,05/2026,05/2025,05/2025,05/2025,05/2025,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,144,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619128,P:619128,Khammam-Devarapalle Pkg II [4L Access Controlled Greenfield from Somavaram village to Chintagudem village Design Chainage 33604 to 63117],2026-02,11/2025,04/2026,2026-03,5,09/2024,04/2026,,11/2025,11/2025,11/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,144,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619193,P:619193,Rehabilitation and upgradation of NH-221 from km 121/0 to 165/0 Rudrampur to Bhadrachalam section to two lane with paved shoulder under NHDPIV in the state of Telangana through EPC mode,2026-02,07/2020,04/2026,2026-03,69,02/2017,04/2026,,,07/2020,07/2020,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,144,Table 6: All Ongoing Projects,1,True,2026-02;2026-03;2026-04,SOURCE_VERIFIED,2026-02:FlashReport_February_2026.pdf:p155=07/2020; 2026-03:FlashReport_March_2026.pdf:p144=04/2026; 2026-04:FlashReport_April2026.pdf:p149=05/2026
618008,P:618008,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A including Retaining wall, service lane, at grade road and improvement of junctions, on EPC mode",2026-02,03/2024,12/2024,2026-03,9,09/2023,12/2024,03/2024,03/2024,03/2024,03/2024,12/2024,12/2024,12/2024,FlashReport_March_2026.pdf,145,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618009,P:618009,Balance work of Construction of Ring Road for Raebareli City on eastern side of NH- 24B Phase-1 on EPC mode.,2026-02,07/2022,06/2026,2026-03,47,04/2022,06/2026,07/2022,07/2022,07/2022,07/2022,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,145,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618056,P:618056,Improvement and Up-gradation to two Lane with Paved Shoulder Configuration from existing km. 420.00 Shohrathgarh to km. 454.00 Uska Bazar of NH-730 in the state of Uttar Pradesh EPC basis,2026-02,04/2026,12/2026,2026-03,8,09/2025,12/2026,04/2026,04/2026,04/2026,04/2026,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,145,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618063,P:618063,Widening & Strenghteningof section from Bharthana chowk to Kodarkoot km.0.00 to km.40.00 of NH-91-A on EPC mode,2026-02,08/2025,06/2026,2026-03,10,09/2024,06/2026,08/2025,08/2025,08/2025,08/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,145,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618233,P:618233,Construction of 6-lane bridge on Ganga on NH-96 and its approaches in Phaphamau Allahabad on EPC mode,2026-02,07/2024,09/2026,2026-03,26,02/2024,09/2026,07/2024,07/2024,07/2024,07/2024,09/2026,09/2026,09/2026,FlashReport_March_2026.pdf,146,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618240,P:618240,Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Bewar- naer Karri village section Km0.00 to Km30.00 Pakage-I of NH-92 in state of Uttar Pradesh undergreen national Highway Corridor ProjectGNHCP with the loan,2026-02,05/2024,04/2026,2026-03,23,03/2024,04/2026,05/2024,05/2024,05/2024,05/2024,04/2026,06/2026,06/2026,FlashReport_March_2026.pdf,146,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
